date,season_judgment,judgment_basis,confidence,index_close,index_change_pct,volume,return_5d,return_10d,return_20d,is_correct,pnl_ratio,max_drawdown_20d
20220908,冬藏,"{'日期': '20220908', '收盘价': np.float64(3235.59), '涨跌幅%': np.float64(-0.33), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.33), '大阴线': np.False_, '5日跌幅%': np.float64(1.59), '10日跌幅%': np.float64(-0.33), '连续下跌': np.False_, '量能比': np.float64(0.92), '放量杀跌': np.False_, '价格与60日线%': np.float64(-1.32), '跌破60日线': np.True_, 'RSI': np.float64(45.6), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(1.59), '10日涨幅%': np.float64(-0.33), '20日涨幅%': np.float64(-1.4), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.41), '偏离20日线%': np.float64(-0.26), '严重偏离均线': np.False_, '5日均量': 285135448, '20日均量': 307869048, '缩量上涨': np.False_, 'RSI': np.float64(45.6), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3296.0), '当前价格': np.float64(3235.59), '高点回撤%': np.float64(1.83), '强势股补跌': np.False_}, '判断逻辑': '弱势震荡，疑似冬藏', '置信度': 0.55}",0.55,3235.59,-0.33,281680358,-3.37,-4.55,-5.06,True,0.0,8.87
20220909,夏长,"{'日期': '20220909', '收盘价': np.float64(3262.05), '涨跌幅%': np.float64(0.82), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.82), '大阴线': np.False_, '5日跌幅%': np.float64(2.37), '10日跌幅%': np.float64(0.8), '连续下跌': np.False_, '量能比': np.float64(0.93), '放量杀跌': np.False_, '价格与60日线%': np.float64(-0.48), '跌破60日线': np.True_, 'RSI': np.float64(47.0), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(2.37), '10日涨幅%': np.float64(0.8), '20日涨幅%': np.float64(-0.45), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.76), '偏离20日线%': np.float64(0.58), '严重偏离均线': np.False_, '5日均量': 286539411, '20日均量': 306922797, '缩量上涨': np.False_, 'RSI': np.float64(47.0), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3296.0), '当前价格': np.float64(3262.05), '高点回撤%': np.float64(1.03), '强势股补跌': np.False_}, '判断逻辑': '震荡上行，疑似夏长', '置信度': 0.55}",0.55,3262.05,0.82,283827665,-4.49,-6.46,-5.43,False,-6.46,8.87
20220913,夏长,"{'日期': '20220913', '收盘价': np.float64(3263.8), '涨跌幅%': np.float64(0.05), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.05), '大阴线': np.False_, '5日跌幅%': np.float64(2.0), '10日跌幅%': np.float64(0.71), '连续下跌': np.False_, '量能比': np.float64(0.9), '放量杀跌': np.False_, '价格与60日线%': np.float64(-0.4), '跌破60日线': np.True_, 'RSI': np.float64(47.64), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(2.0), '10日涨幅%': np.float64(0.71), '20日涨幅%': np.float64(-0.38), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.42), '偏离20日线%': np.float64(0.66), '严重偏离均线': np.False_, '5日均量': 293213562, '20日均量': 306117533, '缩量上涨': np.False_, 'RSI': np.float64(47.64), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3296.0), '当前价格': np.float64(3263.8), '高点回撤%': np.float64(0.98), '强势股补跌': np.False_}, '判断逻辑': '震荡上行，疑似夏长', '置信度': 0.55}",0.55,3263.8,0.05,276189823,-4.33,-5.21,-5.6,False,-5.21,8.87
20220914,冬藏,"{'日期': '20220914', '收盘价': np.float64(3237.54), '涨跌幅%': np.float64(-0.8), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.8), '大阴线': np.False_, '5日跌幅%': np.float64(-0.18), '10日跌幅%': np.float64(0.32), '连续下跌': np.False_, '量能比': np.float64(0.84), '放量杀跌': np.False_, '价格与60日线%': np.float64(-1.17), '跌破60日线': np.True_, 'RSI': np.float64(54.9), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.18), '10日涨幅%': np.float64(0.32), '20日涨幅%': np.float64(-1.23), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.35), '偏离20日线%': np.float64(-0.09), '严重偏离均线': np.False_, '5日均量': 292316400, '20日均量': 305571686, '缩量上涨': np.False_, 'RSI': np.float64(54.9), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3296.0), '当前价格': np.float64(3237.54), '高点回撤%': np.float64(1.77), '强势股补跌': np.False_}, '判断逻辑': '弱势震荡，疑似冬藏', '置信度': 0.55}",0.55,3237.54,-0.8,255193365,-3.72,-5.94,-5.97,True,0.0,8.14
20220915,冬藏,"{'日期': '20220915', '收盘价': np.float64(3199.92), '涨跌幅%': np.float64(-1.16), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.16), '大阴线': np.False_, '5日跌幅%': np.float64(-1.43), '10日跌幅%': np.float64(-0.07), '连续下跌': np.False_, '量能比': np.float64(1.07), '放量杀跌': np.False_, '价格与60日线%': np.float64(-2.29), '跌破60日线': np.True_, 'RSI': np.float64(40.12), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-1.43), '10日涨幅%': np.float64(-0.07), '20日涨幅%': np.float64(-2.81), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.23), '偏离20日线%': np.float64(-1.11), '严重偏离均线': np.False_, '5日均量': 279581135, '20日均量': 303151741, '缩量上涨': np.False_, 'RSI': np.float64(40.12), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3296.0), '当前价格': np.float64(3199.92), '高点回撤%': np.float64(2.92), '强势股补跌': np.False_}, '判断逻辑': '弱势震荡，疑似冬藏', '置信度': 0.55}",0.55,3199.92,-1.16,325206121,-2.84,-4.96,-5.15,True,0.0,7.06
20220916,冬藏,"{'日期': '20220916', '收盘价': np.float64(3126.4), '涨跌幅%': np.float64(-2.3), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(2.3), '大阴线': np.True_, '5日跌幅%': np.float64(-3.37), '10日跌幅%': np.float64(-1.84), '连续下跌': np.False_, '量能比': np.float64(1.04), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.44), '跌破60日线': np.True_, 'RSI': np.float64(31.57), 'RSI超卖': np.False_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-3.37), '10日涨幅%': np.float64(-1.84), '20日涨幅%': np.float64(-4.61), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-2.84), '偏离20日线%': np.float64(-3.16), '严重偏离均线': np.False_, '5日均量': 284419466, '20日均量': 303105809, '缩量上涨': np.False_, 'RSI': np.float64(31.57), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3289.14), '当前价格': np.float64(3126.4), '高点回撤%': np.float64(4.95), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3126.4,-2.3,316475893,-1.22,-3.26,-2.8,True,0.0,4.87
20220919,冬藏,"{'日期': '20220919', '收盘价': np.float64(3115.6), '涨跌幅%': np.float64(-0.35), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.35), '大阴线': np.False_, '5日跌幅%': np.float64(-4.49), '10日跌幅%': np.float64(-2.22), '连续下跌': np.False_, '量能比': np.float64(0.83), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.65), '跌破60日线': np.True_, 'RSI': np.float64(29.43), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-4.49), '10日涨幅%': np.float64(-2.22), '20日涨幅%': np.float64(-4.37), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-2.29), '偏离20日线%': np.float64(-3.28), '严重偏离均线': np.False_, '5日均量': 291378573, '20日均量': 303844864, '缩量上涨': np.False_, 'RSI': np.float64(29.43), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3286.49), '当前价格': np.float64(3115.6), '高点回撤%': np.float64(5.2), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3115.6,-0.35,249113662,-2.07,-4.54,-4.43,True,0.0,4.75
20220920,冬藏,"{'日期': '20220920', '收盘价': np.float64(3122.41), '涨跌幅%': np.float64(0.22), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.22), '大阴线': np.False_, '5日跌幅%': np.float64(-4.33), '10日跌幅%': np.float64(-2.42), '连续下跌': np.False_, '量能比': np.float64(0.75), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.32), '跌破60日线': np.True_, 'RSI': np.float64(32.38), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-4.33), '10日涨幅%': np.float64(-2.42), '20日涨幅%': np.float64(-4.74), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.2), '偏离20日线%': np.float64(-2.83), '严重偏离均线': np.False_, '5日均量': 284435772, '20日均量': 299623774, '缩量上涨': np.False_, 'RSI': np.float64(32.38), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3284.6), '当前价格': np.float64(3122.41), '高点回撤%': np.float64(4.94), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3122.41,0.22,219942534,-0.91,-4.57,-4.68,True,0.0,4.75
20220921,冬藏,"{'日期': '20220921', '收盘价': np.float64(3117.18), '涨跌幅%': np.float64(-0.17), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.17), '大阴线': np.False_, '5日跌幅%': np.float64(-3.72), '10日跌幅%': np.float64(-3.89), '连续下跌': np.False_, '量能比': np.float64(0.8), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.34), '跌破60日线': np.True_, 'RSI': np.float64(34.7), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-3.72), '10日涨幅%': np.float64(-3.89), '20日涨幅%': np.float64(-4.85), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.61), '偏离20日线%': np.float64(-2.75), '严重偏离均线': np.False_, '5日均量': 273186315, '20日均量': 294894007, '缩量上涨': np.False_, 'RSI': np.float64(34.7), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3284.6), '当前价格': np.float64(3117.18), '高点回撤%': np.float64(5.1), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3117.18,-0.17,232972496,-2.31,-2.94,-3.78,True,0.0,4.59
20220922,冬藏,"{'日期': '20220922', '收盘价': np.float64(3108.91), '涨跌幅%': np.float64(-0.27), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.27), '大阴线': np.False_, '5日跌幅%': np.float64(-2.84), '10日跌幅%': np.float64(-4.23), '连续下跌': np.False_, '量能比': np.float64(0.78), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.47), '跌破60日线': np.True_, 'RSI': np.float64(35.85), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.84), '10日涨幅%': np.float64(-4.23), '20日涨幅%': np.float64(-3.31), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.29), '偏离20日线%': np.float64(-2.85), '严重偏离均线': np.False_, '5日均量': 268742141, '20日均量': 290714314, '缩量上涨': np.False_, 'RSI': np.float64(35.85), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3281.88), '当前价格': np.float64(3108.91), '高点回撤%': np.float64(5.27), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3108.91,-0.27,221140689,-2.18,-2.98,-4.05,True,0.0,4.33
20220923,冬藏,"{'日期': '20220923', '收盘价': np.float64(3088.37), '涨跌幅%': np.float64(-0.66), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.66), '大阴线': np.False_, '5日跌幅%': np.float64(-1.22), '10日跌幅%': np.float64(-4.55), '连续下跌': np.False_, '量能比': np.float64(0.87), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.95), '跌破60日线': np.True_, 'RSI': np.float64(32.95), 'RSI超卖': np.False_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-1.22), '10日涨幅%': np.float64(-4.55), '20日涨幅%': np.float64(-4.86), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.71), '偏离20日线%': np.float64(-3.25), '严重偏离均线': np.False_, '5日均量': 247929054, '20日均量': 283464320, '缩量上涨': np.False_, 'RSI': np.float64(32.95), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3088.37), '高点回撤%': np.float64(5.79), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3088.37,-0.66,243057719,-2.07,-0.53,-5.58,True,0.0,3.87
20220926,冬藏,"{'日期': '20220926', '收盘价': np.float64(3051.23), '涨跌幅%': np.float64(-1.2), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.2), '大阴线': np.False_, '5日跌幅%': np.float64(-2.07), '10日跌幅%': np.float64(-6.46), '连续下跌': np.False_, '量能比': np.float64(0.95), '放量杀跌': np.False_, '价格与60日线%': np.float64(-5.93), '跌破60日线': np.True_, 'RSI': np.float64(26.13), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.07), '10日涨幅%': np.float64(-6.46), '20日涨幅%': np.float64(-5.72), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.5), '偏离20日线%': np.float64(-4.14), '严重偏离均线': np.False_, '5日均量': 233245420, '20日均量': 278807397, '缩量上涨': np.False_, 'RSI': np.float64(26.13), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3051.23), '高点回撤%': np.float64(6.92), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3051.23,-1.2,262698628,-2.53,1.1,-5.17,True,0.0,5.75
20220927,冬藏,"{'日期': '20220927', '收盘价': np.float64(3093.86), '涨跌幅%': np.float64(1.4), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-1.4), '大阴线': np.False_, '5日跌幅%': np.float64(-0.91), '10日跌幅%': np.float64(-5.21), '连续下跌': np.False_, '量能比': np.float64(0.85), '放量杀跌': np.False_, '价格与60日线%': np.float64(-4.46), '跌破60日线': np.True_, 'RSI': np.float64(25.92), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.91), '10日涨幅%': np.float64(-5.21), '20日涨幅%': np.float64(-4.53), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.06), '偏离20日线%': np.float64(-2.58), '严重偏离均线': np.False_, '5日均量': 235962413, '20日均量': 276445951, '缩量上涨': np.False_, 'RSI': np.float64(25.92), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3093.86), '高点回撤%': np.float64(5.62), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3093.86,1.4,232735303,-3.69,-0.42,-4.03,True,0.0,6.48
20220928,冬藏,"{'日期': '20220928', '收盘价': np.float64(3045.07), '涨跌幅%': np.float64(-1.58), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.58), '大阴线': np.False_, '5日跌幅%': np.float64(-2.31), '10日跌幅%': np.float64(-5.94), '连续下跌': np.False_, '量能比': np.float64(0.85), '放量杀跌': np.False_, '价格与60日线%': np.float64(-5.79), '跌破60日线': np.True_, 'RSI': np.float64(21.78), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.31), '10日涨幅%': np.float64(-5.94), '20日涨幅%': np.float64(-5.64), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.05), '偏离20日线%': np.float64(-3.84), '严重偏离均线': np.False_, '5日均量': 238520967, '20日均量': 273231961, '缩量上涨': np.False_, 'RSI': np.float64(21.78), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3045.07), '高点回撤%': np.float64(7.11), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3045.07,-1.58,230098650,-0.64,-0.02,-1.37,True,0.0,6.21
20220929,冬藏,"{'日期': '20220929', '收盘价': np.float64(3041.2), '涨跌幅%': np.float64(-0.13), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.13), '大阴线': np.False_, '5日跌幅%': np.float64(-2.18), '10日跌幅%': np.float64(-4.96), '连续下跌': np.False_, '量能比': np.float64(0.87), '放量杀跌': np.False_, '价格与60日线%': np.float64(-5.76), '跌破60日线': np.True_, 'RSI': np.float64(22.21), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.18), '10日涨幅%': np.float64(-4.96), '20日涨幅%': np.float64(-5.03), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.74), '偏离20日线%': np.float64(-3.71), '严重偏离均线': np.False_, '5日均量': 237946197, '20日均量': 270020948, '缩量上涨': np.False_, 'RSI': np.float64(22.21), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3041.2), '高点回撤%': np.float64(7.23), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3041.2,-0.13,230030416,-0.82,-0.2,-1.43,True,0.0,6.21
20220930,冬藏,"{'日期': '20220930', '收盘价': np.float64(3024.39), '涨跌幅%': np.float64(-0.55), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.55), '大阴线': np.False_, '5日跌幅%': np.float64(-2.07), '10日跌幅%': np.float64(-3.26), '连续下跌': np.False_, '量能比': np.float64(0.78), '放量杀跌': np.False_, '价格与60日线%': np.float64(-6.12), '跌破60日线': np.True_, 'RSI': np.float64(15.05), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.07), '10日涨幅%': np.float64(-3.26), '20日涨幅%': np.float64(-5.04), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.88), '偏离20日线%': np.float64(-4.0), '严重偏离均线': np.False_, '5日均量': 239724143, '20日均量': 264302028, '缩量上涨': np.False_, 'RSI': np.float64(15.05), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3024.39), '高点回撤%': np.float64(7.74), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3024.39,-0.55,204115336,1.57,0.48,1.53,True,0.0,6.21
20221010,冬藏,"{'日期': '20221010', '收盘价': np.float64(2974.15), '涨跌幅%': np.float64(-1.66), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.66), '大阴线': np.False_, '5日跌幅%': np.float64(-2.53), '10日跌幅%': np.float64(-4.54), '连续下跌': np.False_, '量能比': np.float64(0.93), '放量杀跌': np.False_, '价格与60日线%': np.float64(-7.49), '跌破60日线': np.True_, 'RSI': np.float64(12.72), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.53), '10日涨幅%': np.float64(-4.54), '20日涨幅%': np.float64(-6.66), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-2.03), '偏离20日线%': np.float64(-5.28), '严重偏离均线': np.False_, '5日均量': 231935666, '20日均量': 260774767, '缩量上涨': np.False_, 'RSI': np.float64(12.72), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(2974.15), '高点回撤%': np.float64(9.27), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,2974.15,-1.66,243404828,3.73,0.11,3.49,True,0.0,6.21
20221011,冬藏,"{'日期': '20221011', '收盘价': np.float64(2979.79), '涨跌幅%': np.float64(0.19), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.19), '大阴线': np.False_, '5日跌幅%': np.float64(-3.69), '10日跌幅%': np.float64(-4.57), '连续下跌': np.False_, '量能比': np.float64(0.81), '放量杀跌': np.False_, '价格与60日线%': np.float64(-7.16), '跌破60日线': np.True_, 'RSI': np.float64(14.97), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-3.69), '10日涨幅%': np.float64(-4.57), '20日涨幅%': np.float64(-6.88), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.1), '偏离20日线%': np.float64(-4.76), '严重偏离均线': np.False_, '5日均量': 228076906, '20日均量': 260422163, '缩量上涨': np.False_, 'RSI': np.float64(14.97), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(2979.79), '高点回撤%': np.float64(9.1), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,2979.79,0.19,208635950,3.4,-0.12,2.84,True,0.0,6.21
20221012,冬藏,"{'日期': '20221012', '收盘价': np.float64(3025.51), '涨跌幅%': np.float64(1.53), '趋势向上': np.False_, '趋势向下': np.True_, '趋势震荡': False, '均线多头排列': np.False_, '均线空头排列': np.True_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-1.53), '大阴线': np.False_, '5日跌幅%': np.float64(-0.64), '10日跌幅%': np.float64(-2.94), '连续下跌': np.False_, '量能比': np.float64(0.98), '放量杀跌': np.False_, '价格与60日线%': np.float64(-5.61), '跌破60日线': np.True_, 'RSI': np.float64(26.81), 'RSI超卖': np.True_, '恐慌评分': '2/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.64), '10日涨幅%': np.float64(-2.94), '20日涨幅%': np.float64(-6.72), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.55), '偏离20日线%': np.float64(-2.97), '严重偏离均线': np.False_, '5日均量': 223257036, '20日均量': 256820179, '缩量上涨': np.False_, 'RSI': np.float64(26.81), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3278.17), '当前价格': np.float64(3025.51), '高点回撤%': np.float64(7.71), '强势股补跌': np.False_}, '判断逻辑': '趋势向下，冬藏观望', '置信度': 0.7}",0.7,3025.51,1.53,248013557,0.62,-0.86,0.75,True,0.0,6.21
