date,season_judgment,judgment_basis,confidence,index_close,index_change_pct,volume,return_5d,return_10d,return_20d,is_correct,pnl_ratio,max_drawdown_20d
20220624,夏长,"{'日期': '20220624', '收盘价': np.float64(3349.75), '涨跌幅%': np.float64(0.89), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.89), '大阴线': np.False_, '5日跌幅%': np.float64(0.99), '10日跌幅%': np.float64(1.98), '连续下跌': np.False_, '量能比': np.float64(0.96), '放量杀跌': np.False_, '价格与60日线%': np.float64(5.73), '跌破60日线': np.False_, 'RSI': np.float64(65.71), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(0.99), '10日涨幅%': np.float64(1.98), '20日涨幅%': np.float64(7.26), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(1.14), '偏离20日线%': np.float64(2.88), '严重偏离均线': np.False_, '5日均量': 395872399, '20日均量': 407711596, '缩量上涨': np.False_, 'RSI': np.float64(65.71), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3358.55), '当前价格': np.float64(3349.75), '高点回撤%': np.float64(0.26), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3349.75,0.89,390819735,1.13,0.19,-2.38,True,0.19,5.31
20220627,夏长,"{'日期': '20220627', '收盘价': np.float64(3379.19), '涨跌幅%': np.float64(0.88), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.88), '大阴线': np.False_, '5日跌幅%': np.float64(1.92), '10日跌幅%': np.float64(3.8), '连续下跌': np.False_, '量能比': np.float64(1.01), '放量杀跌': np.False_, '价格与60日线%': np.float64(6.57), '跌破60日线': np.False_, 'RSI': np.float64(67.85), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(1.92), '10日涨幅%': np.float64(3.8), '20日涨幅%': np.float64(7.95), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(1.64), '偏离20日线%': np.float64(3.39), '严重偏离均线': np.False_, '5日均量': 394976206, '20日均量': 408737306, '缩量上涨': np.False_, 'RSI': np.float64(67.85), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3358.55), '当前价格': np.float64(3379.19), '高点回撤%': np.float64(-0.61), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3379.19,0.88,414117737,0.78,-1.94,-3.81,False,-1.94,5.31
20220628,夏长,"{'日期': '20220628', '收盘价': np.float64(3409.21), '涨跌幅%': np.float64(0.89), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.89), '大阴线': np.False_, '5日跌幅%': np.float64(3.1), '10日跌幅%': np.float64(3.66), '连续下跌': np.False_, '量能比': np.float64(0.99), '放量杀跌': np.False_, '价格与60日线%': np.float64(7.41), '跌破60日线': np.False_, 'RSI': np.float64(68.51), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(3.1), '10日涨幅%': np.float64(3.66), '20日涨幅%': np.float64(8.26), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(1.92), '偏离20日线%': np.float64(3.89), '严重偏离均线': np.False_, '5日均量': 395107671, '20日均量': 411470000, '缩量上涨': np.False_, 'RSI': np.float64(68.51), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3393.31), '当前价格': np.float64(3409.21), '高点回撤%': np.float64(-0.47), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3409.21,0.89,412056517,-0.15,-3.75,-3.87,False,-3.75,5.31
20220629,夏长,"{'日期': '20220629', '收盘价': np.float64(3361.52), '涨跌幅%': np.float64(-1.4), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.4), '大阴线': np.False_, '5日跌幅%': np.float64(2.89), '10日跌幅%': np.float64(1.7), '连续下跌': np.False_, '量能比': np.float64(1.05), '放量杀跌': np.False_, '价格与60日线%': np.float64(5.82), '跌破60日线': np.False_, 'RSI': np.float64(64.74), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(2.89), '10日涨幅%': np.float64(1.7), '20日涨幅%': np.float64(5.49), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.07), '偏离20日线%': np.float64(2.17), '严重偏离均线': np.False_, '5日均量': 398627596, '20日均量': 414604712, '缩量上涨': np.False_, 'RSI': np.float64(64.74), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3412.1), '当前价格': np.float64(3361.52), '高点回撤%': np.float64(1.48), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3361.52,-1.4,440573560,-0.18,-2.3,-2.55,False,-2.3,5.21
20220630,夏长,"{'日期': '20220630', '收盘价': np.float64(3398.62), '涨跌幅%': np.float64(1.1), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-1.1), '大阴线': np.False_, '5日跌幅%': np.float64(2.36), '10日跌幅%': np.float64(3.45), '连续下跌': np.False_, '量能比': np.float64(0.91), '放量杀跌': np.False_, '价格与60日线%': np.float64(6.91), '跌破60日线': np.False_, 'RSI': np.float64(63.98), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(2.36), '10日涨幅%': np.float64(3.45), '20日涨幅%': np.float64(6.8), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.56), '偏离20日线%': np.float64(2.96), '严重偏离均线': np.False_, '5日均量': 411636352, '20日均量': 417907226, '缩量上涨': np.False_, 'RSI': np.float64(63.98), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3414.65), '当前价格': np.float64(3398.62), '高点回撤%': np.float64(0.47), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3398.62,1.1,381243177,-1.01,-3.44,-3.41,False,-3.44,5.21
20220701,夏长,"{'日期': '20220701', '收盘价': np.float64(3387.64), '涨跌幅%': np.float64(-0.32), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.32), '大阴线': np.False_, '5日跌幅%': np.float64(1.13), '10日跌幅%': np.float64(2.14), '连续下跌': np.False_, '量能比': np.float64(0.84), '放量杀跌': np.False_, '价格与60日线%': np.float64(6.49), '跌破60日线': np.False_, 'RSI': np.float64(66.99), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(1.13), '10日涨幅%': np.float64(2.14), '20日涨幅%': np.float64(6.01), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.01), '偏离20日线%': np.float64(2.33), '严重偏离均线': np.False_, '5日均量': 407762145, '20日均量': 418686164, '缩量上涨': np.False_, 'RSI': np.float64(66.99), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3417.01), '当前价格': np.float64(3387.64), '高点回撤%': np.float64(0.86), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3387.64,-0.32,350489298,-0.93,-4.71,-3.97,False,-4.71,5.21
20220704,夏长,"{'日期': '20220704', '收盘价': np.float64(3405.43), '涨跌幅%': np.float64(0.53), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.53), '大阴线': np.False_, '5日跌幅%': np.float64(0.78), '10日跌幅%': np.float64(2.71), '连续下跌': np.False_, '量能比': np.float64(0.86), '放量杀跌': np.False_, '价格与60日线%': np.float64(6.98), '跌破60日线': np.False_, 'RSI': np.float64(65.62), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(0.78), '10日涨幅%': np.float64(2.71), '20日涨幅%': np.float64(5.22), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.38), '偏离20日线%': np.float64(2.6), '严重偏离均线': np.False_, '5日均量': 399696057, '20日均量': 418122097, '缩量上涨': np.False_, 'RSI': np.float64(65.62), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3417.01), '当前价格': np.float64(3405.43), '高点回撤%': np.float64(0.34), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3405.43,0.53,357737920,-2.7,-3.74,-4.27,False,-3.74,5.21
20220705,夏长,"{'日期': '20220705', '收盘价': np.float64(3404.03), '涨跌幅%': np.float64(-0.04), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.04), '大阴线': np.False_, '5日跌幅%': np.float64(-0.15), '10日跌幅%': np.float64(2.94), '连续下跌': np.False_, '量能比': np.float64(0.99), '放量杀跌': np.False_, '价格与60日线%': np.float64(6.87), '跌破60日线': np.False_, 'RSI': np.float64(63.77), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.15), '10日涨幅%': np.float64(2.94), '20日涨幅%': np.float64(5.01), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.37), '偏离20日线%': np.float64(2.31), '严重偏离均线': np.False_, '5日均量': 388420094, '20日均量': 414907601, '缩量上涨': np.False_, 'RSI': np.float64(63.77), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3417.01), '当前价格': np.float64(3404.03), '高点回撤%': np.float64(0.38), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3404.03,-0.04,411699671,-3.6,-3.66,-6.4,False,-3.66,5.17
20220706,夏长,"{'日期': '20220706', '收盘价': np.float64(3355.35), '涨跌幅%': np.float64(-1.43), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.43), '大阴线': np.False_, '5日跌幅%': np.float64(-0.18), '10日跌幅%': np.float64(2.7), '连续下跌': np.False_, '量能比': np.float64(0.93), '放量杀跌': np.False_, '价格与60日线%': np.float64(5.28), '跌破60日线': np.False_, 'RSI': np.float64(59.05), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.18), '10日涨幅%': np.float64(2.7), '20日涨幅%': np.float64(2.81), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.03), '偏离20日线%': np.float64(0.71), '严重偏离均线': np.False_, '5日均量': 388348725, '20日均量': 415382424, '缩量上涨': np.False_, 'RSI': np.float64(59.05), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3355.35), '高点回撤%': np.float64(2.03), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3355.35,-1.43,384630047,-2.12,-1.51,-5.71,False,-1.51,5.29
20220707,夏长,"{'日期': '20220707', '收盘价': np.float64(3364.4), '涨跌幅%': np.float64(0.27), '趋势向上': np.True_, '趋势向下': np.False_, '趋势震荡': False, '均线多头排列': np.True_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.27), '大阴线': np.False_, '5日跌幅%': np.float64(-1.01), '10日跌幅%': np.float64(1.33), '连续下跌': np.False_, '量能比': np.float64(0.82), '放量杀跌': np.False_, '价格与60日线%': np.float64(5.5), '跌破60日线': np.False_, 'RSI': np.float64(56.53), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-1.01), '10日涨幅%': np.float64(1.33), '20日涨幅%': np.float64(3.87), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.56), '偏离20日线%': np.float64(0.79), '严重偏离均线': np.False_, '5日均量': 377160022, '20日均量': 412904762, '缩量上涨': np.False_, 'RSI': np.float64(56.53), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3364.4), '高点回撤%': np.float64(1.76), '强势股补跌': np.False_}, '判断逻辑': '趋势向上，夏长持股', '置信度': 0.65}",0.65,3364.4,0.27,334400202,-2.46,-2.75,-5.21,False,-2.75,5.97
20220708,夏长,"{'日期': '20220708', '收盘价': np.float64(3356.08), '涨跌幅%': np.float64(-0.25), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.25), '大阴线': np.False_, '5日跌幅%': np.float64(-0.93), '10日跌幅%': np.float64(0.19), '连续下跌': np.False_, '量能比': np.float64(0.8), '放量杀跌': np.False_, '价格与60日线%': np.float64(5.13), '跌破60日线': np.False_, 'RSI': np.float64(55.47), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.93), '10日涨幅%': np.float64(0.19), '20日涨幅%': np.float64(2.17), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.62), '偏离20日线%': np.float64(0.43), '严重偏离均线': np.False_, '5日均量': 367791427, '20日均量': 408488354, '缩量上涨': np.False_, 'RSI': np.float64(55.47), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3356.08), '高点回撤%': np.float64(2.01), '强势股补跌': np.False_}, '判断逻辑': '震荡上行，疑似夏长', '置信度': 0.55}",0.55,3356.08,-0.25,322921073,-3.81,-2.57,-3.85,False,-2.57,5.73
20220711,未知,"{'日期': '20220711', '收盘价': np.float64(3313.58), '涨跌幅%': np.float64(-1.27), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.27), '大阴线': np.False_, '5日跌幅%': np.float64(-2.7), '10日跌幅%': np.float64(-1.94), '连续下跌': np.False_, '量能比': np.float64(0.86), '放量杀跌': np.False_, '价格与60日线%': np.float64(3.75), '跌破60日线': np.False_, 'RSI': np.float64(50.85), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.7), '10日涨幅%': np.float64(-1.94), '20日涨幅%': np.float64(1.78), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.34), '偏离20日线%': np.float64(-0.93), '严重偏离均线': np.False_, '5日均量': 362277782, '20日均量': 402641121, '缩量上涨': np.False_, 'RSI': np.float64(50.85), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3313.58), '高点回撤%': np.float64(3.25), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3313.58,-1.27,342669194,-1.07,-1.91,-2.31,False,0.0,4.52
20220712,未知,"{'日期': '20220712', '收盘价': np.float64(3281.47), '涨跌幅%': np.float64(-0.97), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.97), '大阴线': np.False_, '5日跌幅%': np.float64(-3.6), '10日跌幅%': np.float64(-3.75), '连续下跌': np.False_, '量能比': np.float64(0.85), '放量杀跌': np.False_, '价格与60日线%': np.float64(2.69), '跌破60日线': np.False_, 'RSI': np.float64(51.79), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-3.6), '10日涨幅%': np.float64(-3.75), '20日涨幅%': np.float64(-0.23), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.58), '偏离20日线%': np.float64(-1.87), '严重偏离均线': np.False_, '5日均量': 359264037, '20日均量': 397845665, '缩量上涨': np.False_, 'RSI': np.float64(51.79), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3281.47), '高点回撤%': np.float64(4.19), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3281.47,-0.97,334600539,-0.06,-0.12,-1.04,False,0.0,4.27
20220713,未知,"{'日期': '20220713', '收盘价': np.float64(3284.29), '涨跌幅%': np.float64(0.09), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.09), '大阴线': np.False_, '5日跌幅%': np.float64(-2.12), '10日跌幅%': np.float64(-2.3), '连续下跌': np.False_, '量能比': np.float64(0.87), '放量杀跌': np.False_, '价格与60日线%': np.float64(2.75), '跌破60日线': np.False_, 'RSI': np.float64(44.84), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.12), '10日涨幅%': np.float64(-2.3), '20日涨幅%': np.float64(-0.64), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.07), '偏离20日线%': np.float64(-1.76), '严重偏离均线': np.False_, '5日均量': 343844211, '20日均量': 392056283, '缩量上涨': np.False_, 'RSI': np.float64(44.84), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3284.29), '高点回撤%': np.float64(4.1), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3284.29,0.09,331845669,0.62,-0.26,-1.65,False,0.0,4.27
20220714,未知,"{'日期': '20220714', '收盘价': np.float64(3281.74), '涨跌幅%': np.float64(-0.08), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(0.08), '大阴线': np.False_, '5日跌幅%': np.float64(-2.46), '10日跌幅%': np.float64(-3.44), '连续下跌': np.False_, '量能比': np.float64(0.94), '放量杀跌': np.False_, '价格与60日线%': np.float64(2.63), '跌破60日线': np.False_, 'RSI': np.float64(39.39), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-2.46), '10日涨幅%': np.float64(-3.44), '20日涨幅%': np.float64(-0.11), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-0.66), '偏离20日线%': np.float64(-1.83), '严重偏离均线': np.False_, '5日均量': 333287335, '20日均量': 381119360, '缩量上涨': np.False_, 'RSI': np.float64(39.39), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3281.74), '高点回撤%': np.float64(4.18), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3281.74,-0.08,355926432,-0.3,0.03,-0.0,False,0.0,4.27
20220715,未知,"{'日期': '20220715', '收盘价': np.float64(3228.06), '涨跌幅%': np.float64(-1.64), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(1.64), '大阴线': np.False_, '5日跌幅%': np.float64(-3.81), '10日跌幅%': np.float64(-4.71), '连续下跌': np.False_, '量能比': np.float64(1.01), '放量杀跌': np.False_, '价格与60日线%': np.float64(0.93), '跌破60日线': np.False_, 'RSI': np.float64(28.08), 'RSI超卖': np.True_, '恐慌评分': '1/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-3.81), '10日涨幅%': np.float64(-4.71), '20日涨幅%': np.float64(-2.68), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(-1.52), '偏离20日线%': np.float64(-3.31), '严重偏离均线': np.False_, '5日均量': 337592581, '20日均量': 377254638, '缩量上涨': np.False_, 'RSI': np.float64(28.08), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3228.06), '高点回撤%': np.float64(5.75), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3228.06,-1.64,380156371,1.3,0.78,1.51,False,0.0,4.27
20220718,未知,"{'日期': '20220718', '收盘价': np.float64(3278.1), '涨跌幅%': np.float64(1.55), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-1.55), '大阴线': np.False_, '5日跌幅%': np.float64(-1.07), '10日跌幅%': np.float64(-3.74), '连续下跌': np.False_, '量能比': np.float64(0.93), '放量杀跌': np.False_, '价格与60日线%': np.float64(2.45), '跌破60日线': np.False_, 'RSI': np.float64(32.03), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-1.07), '10日涨幅%': np.float64(-3.74), '20日涨幅%': np.float64(-1.13), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.23), '偏离20日线%': np.float64(-1.75), '严重偏离均线': np.False_, '5日均量': 349039641, '20日均量': 376497421, '缩量上涨': np.False_, 'RSI': np.float64(32.03), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3278.1), '高点回撤%': np.float64(4.28), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3278.1,1.55,348346022,-0.85,-0.55,-0.06,False,0.0,4.27
20220719,未知,"{'日期': '20220719', '收盘价': np.float64(3279.43), '涨跌幅%': np.float64(0.04), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.04), '大阴线': np.False_, '5日跌幅%': np.float64(-0.06), '10日跌幅%': np.float64(-3.66), '连续下跌': np.False_, '量能比': np.float64(0.85), '放量杀跌': np.False_, '价格与60日线%': np.float64(2.43), '跌破60日线': np.False_, 'RSI': np.float64(37.11), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(-0.06), '10日涨幅%': np.float64(-3.66), '20日涨幅%': np.float64(-0.83), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.28), '偏离20日线%': np.float64(-1.67), '严重偏离均线': np.False_, '5日均量': 350175006, '20日均量': 373241702, '缩量上涨': np.False_, 'RSI': np.float64(37.11), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3279.43), '高点回撤%': np.float64(4.25), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3279.43,0.04,315651918,-0.06,-2.84,-0.05,False,0.0,4.27
20220720,未知,"{'日期': '20220720', '收盘价': np.float64(3304.72), '涨跌幅%': np.float64(0.77), '趋势向上': np.False_, '趋势向下': np.False_, '趋势震荡': True, '均线多头排列': np.False_, '均线空头排列': np.False_, '恐慌信号': np.False_, '恐慌详情': {'单日跌幅%': np.float64(-0.77), '大阴线': np.False_, '5日跌幅%': np.float64(0.62), '10日跌幅%': np.float64(-1.51), '连续下跌': np.False_, '量能比': np.float64(0.82), '放量杀跌': np.False_, '价格与60日线%': np.float64(3.1), '跌破60日线': np.False_, 'RSI': np.float64(34.68), 'RSI超卖': np.False_, '恐慌评分': '0/5', '恐慌确认': np.False_}, '高潮信号': np.False_, '高潮详情': {'5日涨幅%': np.float64(0.62), '10日涨幅%': np.float64(-1.51), '20日涨幅%': np.float64(1.15), '短期大涨': np.False_, '中期大涨': np.False_, '偏离5日线%': np.float64(0.93), '偏离20日线%': np.float64(-0.97), '严重偏离均线': np.False_, '5日均量': 346385282, '20日均量': 369301453, '缩量上涨': np.False_, 'RSI': np.float64(34.68), 'RSI超买': np.False_, '高潮评分': '0/5', '高潮确认': np.False_}, '强势股补跌': np.False_, '补跌详情': {'前期高点': np.float64(3424.84), '当前价格': np.float64(3304.72), '高点回撤%': np.float64(3.51), '强势股补跌': np.False_}, '判断逻辑': '信号混杂，季节不明', '置信度': 0.5}",0.5,3304.72,0.77,301515123,-0.88,-4.27,-0.37,False,0.0,4.27
